period,tiT,experiment_runn,measurer,main,IDLE,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,9909,393,0,99959,5339133,19,19463,13645,4745,714937,1823,290608,4152,0.01
1,12721,1836,11659,99959,5510324,19,19463,13645,5897,727211,1823,290608,4152,0.00
2,13643,1836,14266,99959,6496090,19,19463,13645,7084,739066,1823,290608,4152,0.00
3,198913,100648,17109,99959,7242815,19,19463,13645,8267,926983,1823,290608,4152,13.44
4,457913,240195,19760,99959,7899690,19,19463,13645,9293,1179960,1823,290608,4152,18.67
5,700442,369209,23039,99959,8577966,19,19463,13645,10395,1414719,1823,290608,4152,17.26
6,928048,490793,25725,99959,9270496,19,19463,13645,11661,1635800,1823,290608,4152,16.28
7,1161813,619828,28813,99959,9955144,19,19463,13645,12764,1860259,1823,290608,4152,16.62
8,1383773,741386,32173,99959,10653245,19,19463,13645,13997,2077462,1823,290608,4152,16.01
9,1626133,874568,35047,99959,11326262,19,19463,13645,15165,2308161,1823,290608,4152,16.96
10,1862940,1012715,38141,99959,12005626,19,19463,13645,16308,2528373,1823,290608,4152,16.48
11,2083145,1140744,41134,99959,12714035,19,19463,13645,17665,2735012,1823,290608,4152,15.02
12,2345322,1289448,43956,99959,13369160,19,19463,13645,18842,2978891,1823,290608,4152,17.92
13,2574757,1416819,46942,99959,14048964,19,19463,13645,20055,3201570,1823,290608,4152,16.47
14,2814213,1551566,49618,99959,14726415,19,19463,13645,21194,3429087,1823,290608,4152,16.61
15,3053338,1686145,52886,99959,15402578,19,19463,13645,22436,3653517,1823,290608,4152,16.52
16,3290561,1821423,55931,99959,17582504,19,19463,13645,23655,3874751,1823,290608,4152,16.44
17,3526714,1954687,58989,99959,16770587,19,19463,13645,24790,4094420,1823,290608,4152,16.23
18,3768882,2092483,61766,99959,17445891,19,19463,13645,25956,4322402,1823,290608,4152,16.84
19,3985704,2210518,64941,99959,18149585,19,19463,13645,27061,4532571,1823,290608,4152,15.68
20,4199465,2324572,67608,99959,18851664,19,19463,13645,28260,4743737,1823,290608,4152,15.75
21,4445982,2456860,70834,99959,19510999,19,19463,13645,29370,4982580,1823,290608,4152,18.14
22,4675727,2585098,74030,99959,22018874,19,19463,13645,30428,5201641,1823,290608,4152,16.30
23,4905970,2711886,76980,99959,20893325,19,19463,13645,31493,5424729,1823,290608,4152,16.58
24,5134188,2836212,79793,99959,21586743,19,19463,13645,32626,5647609,1823,290608,4152,16.20
25,5363259,2962507,82876,99959,22278588,19,19463,13645,33813,5870133,1823,290608,4152,16.46
26,5592080,3088734,85745,99959,22975702,19,19463,13645,34920,6090787,1823,290608,4152,16.31
27,5828558,3214935,88921,99959,23649881,19,19463,13645,36170,6319036,1823,290608,4152,17.13
28,6045821,3332504,91643,99959,24356293,19,19463,13645,37222,6528968,1823,290608,4152,15.60
29,6271292,3456880,94407,99959,25049414,19,19463,13645,38378,6742706,1823,290608,4152,15.85
30,6478812,3570284,97347,99959,27962466,19,19463,13645,39728,6944500,1823,290608,4152,14.69
31,6732166,3713709,99930,99959,26429496,19,19463,13645,40897,7179332,1823,290608,4152,17.51
32,6997430,3864077,102705,99959,27081414,19,19463,13645,42135,7424225,1823,290608,4152,18.00
33,7246463,4005126,105561,99959,27750030,19,19463,13645,43311,7655875,1823,290608,4152,17.19
34,7480712,4137142,108999,99959,30799851,19,19463,13645,44460,7876369,1823,290608,4152,16.49
35,7717850,4272165,111846,99959,31523182,19,19463,13645,45738,8097130,1823,290608,4152,16.49
36,7960325,4411556,114725,99959,32240304,19,19463,13645,46940,8321316,1823,290608,4152,16.40
37,8203193,4546366,117773,99959,30483423,19,19463,13645,48265,8546360,1823,290608,4152,16.77
38,8405983,4661462,120969,99959,31209970,19,19463,13645,49498,8738019,1823,290608,4152,13.93
39,8674639,4812589,123927,99959,31849288,19,19463,13645,50724,8987521,1823,290608,4152,18.62
40,8919404,4950869,127108,99959,32516686,19,19463,13645,52014,9219909,1823,290608,4152,17.05
41,9132738,5071827,130055,99959,33229389,19,19463,13645,53283,9419187,1823,290608,4152,14.64
42,9399174,5225936,132858,99959,33885567,19,19463,13645,54605,9664944,1823,290608,4152,18.19
43,9634189,5361282,136054,99959,34572210,19,19463,13645,55713,9882934,1823,290608,4152,16.22
44,9876639,5497796,139236,99959,35240819,19,19463,13645,56974,10110367,1823,290608,4152,16.73
45,10117283,5636526,142119,99959,38754986,19,19463,13645,58147,10334467,1823,290608,4152,16.53
46,10357240,5771863,144860,99959,39478638,19,19463,13645,59358,10560614,1823,290608,4152,16.83
47,10533561,5865683,147407,99959,37358321,19,19463,13645,60773,10732085,1823,290608,4152,12.51
48,10804415,6012419,150106,99959,37990965,19,19463,13645,62032,10991986,1823,290608,4152,19.28
49,11051147,6147578,153689,99959,41689939,19,19463,13645,63132,11228156,1823,290608,4152,17.80
50,11279253,6274547,156351,99959,39363008,19,19463,13645,64270,11447590,1823,290608,4152,16.18
51,11514275,6403610,159524,99959,40040528,19,19463,13645,65469,11674667,1823,290608,4152,16.72
52,11751259,6540125,163001,99959,40723624,19,19463,13645,66626,11895951,1823,290608,4152,16.71
53,11988673,6676432,165698,99959,41413258,19,19463,13645,67769,12114682,1823,290608,4152,16.17
54,12228137,6808232,168069,99959,42096771,19,19463,13645,69085,12338565,1823,290608,4152,16.61
55,12468430,6943383,171476,99959,42785270,19,19463,13645,70183,12561335,1823,290608,4152,16.78
56,12696666,7065588,173742,99959,43480108,19,19463,13645,71373,12779705,1823,290608,4152,16.21
57,12926663,7193830,176914,99959,44168647,19,19463,13645,72452,13002704,1823,290608,4152,16.62
58,13159999,7321729,180068,99959,44856416,19,19463,13645,73566,13225715,1823,290608,4152,16.44
59,13390600,7448822,183013,99959,45540265,19,19463,13645,74754,13450444,1823,290608,4152,16.52
60,13622024,7576895,186191,99959,46227626,19,19463,13645,75926,13672936,1823,290608,4152,16.49
61,13848005,7701564,189268,99959,46914263,19,19463,13645,76983,13894606,1823,290608,4152,16.37
62,14087820,7838742,192449,99959,47579139,19,19463,13645,78292,14119370,1823,290608,4152,16.50
63,14336033,7985669,195644,99959,48248578,19,19463,13645,79513,14345366,1823,290608,4152,16.53
64,14579845,8128538,198271,99959,48918670,19,19463,13645,81040,14570452,1823,290608,4152,16.25
65,14828088,8274605,201392,99959,53339151,19,19463,13645,82381,14802303,1823,290608,4152,16.67
66,15071854,8415297,204059,99959,50264468,19,19463,13645,83599,15029949,1823,290608,4152,16.54
67,15309326,8550947,207169,99959,50946163,19,19463,13645,84722,15254694,1823,290608,4152,16.72
68,15547563,8685277,210354,99959,51623765,19,19463,13645,85922,15477490,1823,290608,4152,16.41
69,15788635,8821549,213257,99959,56230396,19,19463,13645,87029,15703011,1823,290608,4152,16.47
70,16018921,8953339,216330,99959,52998725,19,19463,13645,88223,15917279,1823,290608,4152,15.71
71,16271635,9097656,219509,99959,53660089,19,19463,13645,89406,16153166,1823,290608,4152,17.36
72,16506337,9230834,222246,99959,54344717,19,19463,13645,90581,16373031,1823,290608,4152,16.45
73,16744557,9367853,225402,99959,55025149,19,19463,13645,91715,16597079,1823,290608,4152,16.33
74,16979046,9501661,228016,99959,55711521,19,19463,13645,92803,16817460,1823,290608,4152,16.04
75,17232863,9649181,231276,99959,56375182,19,19463,13645,93947,17051301,1823,290608,4152,17.30
76,17462484,9779015,234543,99959,57063168,19,19463,13645,95168,17270844,1823,290608,4152,16.11
77,17687820,9902386,237808,99959,57751961,19,19463,13645,96262,17490821,1823,290608,4152,16.34
78,17924311,10031958,240605,99959,58431686,19,19463,13645,97342,17719262,1823,290608,4152,17.15
79,18146639,10151640,243877,99959,59122888,19,19463,13645,98505,17936888,1823,290608,4152,16.17
80,18328952,10249640,246998,99959,59873242,19,19463,13645,99674,18116208,1823,290608,4152,13.20
81,18573394,10382297,249914,99959,60533626,19,19463,13645,100836,18351964,1823,290608,4152,17.84
82,18825509,10520027,252855,99959,61191701,19,19463,13645,101982,18597033,1823,290608,4152,18.25
83,19060162,10648218,256008,99959,66486430,19,19463,13645,102938,18821976,1823,290608,4152,16.93
84,19292835,10774512,259034,99959,62565448,19,19463,13645,103944,19043283,1823,290608,4152,16.59
85,19515499,10894620,262254,99959,63262862,19,19463,13645,105049,19258386,1823,290608,4152,16.32
86,19748419,11020387,265520,99959,63947017,19,19463,13645,106231,19480986,1823,290608,4152,16.72
87,19975194,11137581,268563,99959,69457178,19,19463,13645,107512,19700783,1823,290608,4152,16.70
88,20200380,11263723,271768,99959,65327978,19,19463,13645,108637,19917627,1823,290608,4152,16.17
89,20430942,11390894,275329,99959,70931877,19,19463,13645,109666,20139290,1823,290608,4152,16.69
90,20618226,11493663,278160,99959,66759476,19,19463,13645,110980,20324948,1823,290608,4152,13.58
91,20862843,11634102,281858,99959,72429264,19,19463,13645,112168,20553206,1823,290608,4152,16.80
92,21119339,11782427,284912,99959,68093546,19,19463,13645,113360,20794308,1823,290608,4152,17.70
93,21379882,11931923,288170,99959,68749443,19,19463,13645,114505,21035169,1823,290608,4152,17.73
94,21621385,12068997,291044,99959,69425188,19,19463,13645,115728,21261441,1823,290608,4152,16.70
95,21847249,12192131,294644,99959,70113075,19,19463,13645,116882,21481784,1823,290608,4152,16.60
96,22079922,12317639,297435,99959,76035184,19,19463,13645,117990,21706051,1823,290608,4152,16.72
97,22292352,12432822,300226,99959,71506337,19,19463,13645,119106,21914632,1823,290608,4152,15.55
98,22549286,12581491,303172,99959,72164642,19,19463,13645,120451,22155119,1823,290608,4152,17.27
99,22793271,12724170,305423,99959,72843737,19,19463,13645,121604,22379795,1823,290608,4152,16.27
100,23029700,12862406,308457,99959,73527019,19,19463,13645,122955,22601356,1823,290608,4152,15.96
101,23288986,13013262,310941,99959,79637904,19,19463,13645,124178,22840603,1823,290608,4152,17.15
102,23532724,13151806,313509,99959,80351844,19,19463,13645,125306,23071196,1823,290608,4152,16.82
103,23752468,13271652,316808,99959,75569386,19,19463,13645,126400,23285243,1823,290608,4152,15.92
