period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,540,2533,4204960,9581,18,36503,22989,3660,705963,1888,206992,4152,0.01
1,6104,13252,4384099,11248,18,36503,22989,5052,719001,1888,206992,4152,0.00
2,6104,15831,5369163,12023,18,36503,22989,6320,731485,1888,206992,4152,0.00
3,132632,18629,6914159,252735,18,36503,22989,7495,966863,1888,206992,4152,16.71
4,248191,22018,6776428,488518,18,36503,22989,8605,1198244,1888,206992,4152,16.14
5,363596,24941,7472975,800637,18,36503,22989,9733,1435926,1888,206992,4152,16.78
6,474023,27422,8171526,1102685,18,36503,22989,10952,1669307,1888,206992,4152,16.71
7,591044,30674,8877761,1415027,18,36503,22989,12184,1907415,1888,206992,4152,16.72
8,707795,33646,9582854,1721550,18,36503,22989,13409,2140639,1888,206992,4152,16.21
9,821766,37055,10838956,2055895,18,36503,22989,14583,2377899,1888,206992,4152,16.73
10,942870,43990,11476964,2363734,18,36503,22989,15715,2613855,1888,206992,4152,16.73
11,1055945,46750,11704049,2667581,18,36503,22989,16863,2842429,1888,206992,4152,16.27
12,1173718,49215,12768576,2972554,18,36503,22989,18083,3077704,1888,206992,4152,16.80
13,1292479,51833,13423506,3267316,18,36503,22989,19178,3316657,1888,206992,4152,16.52
14,1403554,54250,13810613,3554718,18,36503,22989,20271,3546945,1888,206992,4152,16.25
15,1523666,64232,14507508,3844636,18,36503,22989,21428,3787284,1888,206992,4152,16.82
16,1637027,67092,15212439,4118057,18,36503,22989,22704,4021461,1888,206992,4152,16.44
17,1751601,69999,15920367,4367895,18,36503,22989,23822,4250590,1888,206992,4152,16.19
18,1870867,73201,16611541,4626022,18,36503,22989,24996,4489771,1888,206992,4152,16.73
19,1990010,76403,17306323,4878087,18,36503,22989,26348,4725230,1888,206992,4152,16.72
20,2105513,83877,18247886,5114681,18,36503,22989,27711,4957077,1888,206992,4152,15.90
21,2225820,92986,18722776,5380355,18,36503,22989,29112,5204821,1888,206992,4152,17.56
22,2342313,96181,19677039,5610859,18,36503,22989,30293,5436081,1888,206992,4152,16.45
23,2462260,99095,20119776,5848638,18,36503,22989,31486,5674676,1888,206992,4152,16.70
24,2581087,101995,20824813,6073566,18,36503,22989,32530,5908782,1888,206992,4152,16.49
25,2697200,108101,21817612,6314740,18,36503,22989,33718,6142743,1888,206992,4152,16.45
26,2817835,111381,22233783,6556932,18,36503,22989,34901,6384789,1888,206992,4152,16.86
27,2937336,114219,22937026,6777094,18,36503,22989,36030,6618874,1888,206992,4152,16.34
28,3054710,117407,23637420,6997790,18,36503,22989,37223,6852433,1888,206992,4152,16.45
29,3172924,120792,24708699,7226047,18,36503,22989,38391,7086730,1888,206992,4152,16.63
30,3292892,123187,25040902,7461438,18,36503,22989,39510,7321740,1888,206992,4152,16.57
31,3410854,127326,25738643,7709950,18,36503,22989,40895,7557647,1888,206992,4152,16.38
32,3530155,130582,26439250,7949918,18,36503,22989,42039,7794180,1888,206992,4152,16.72
33,3648314,133059,27134434,8177561,18,36503,22989,43236,8031974,1888,206992,4152,16.55
34,3765061,136261,27836285,8409365,18,36503,22989,44383,8263118,1888,206992,4152,16.43
35,3884598,138795,28538519,8647200,18,36503,22989,45422,8501946,1888,206992,4152,16.49
36,4004472,142007,29231025,8885729,18,36503,22989,46547,8742387,1888,206992,4152,16.73
37,4124538,152861,30417202,9123751,18,36503,22989,47745,8978256,1888,206992,4152,16.73
38,4242395,155629,30639640,9352007,18,36503,22989,49087,9214974,1888,206992,4152,16.38
39,4360666,158626,31330939,9580303,18,36503,22989,50251,9451796,1888,206992,4152,16.54
40,4477381,161826,32033492,9798991,18,36503,22989,51444,9681847,1888,206992,4152,16.38
41,4596687,164523,32732027,10035729,18,36503,22989,52618,9921423,1888,206992,4152,16.95
42,4714769,172093,33439535,10272234,18,36503,22989,53679,10157829,1888,206992,4152,16.19
43,4835539,174925,34137250,10505948,18,36503,22989,55060,10395003,1888,206992,4152,16.88
44,4955721,177571,34836349,10736138,18,36503,22989,56270,10632279,1888,206992,4152,16.58
45,5072410,180762,35535219,10960557,18,36503,22989,57462,10863240,1888,206992,4152,16.19
46,5190320,183974,36933703,11186942,18,36503,22989,58718,11100710,1888,206992,4152,16.72
47,5308899,187024,36932654,11410096,18,36503,22989,60002,11336470,1888,206992,4152,16.63
48,5425638,191866,37634472,11633668,18,36503,22989,61064,11570018,1888,206992,4152,16.19
49,5544588,194421,38331403,11856683,18,36503,22989,62212,11807586,1888,206992,4152,16.72
50,5664939,197654,39028147,12081829,18,36503,22989,63366,12044269,1888,206992,4152,16.73
51,5761755,200830,39773219,12267483,18,36503,22989,64553,12241732,1888,206992,4152,13.79
52,5768707,203451,40732988,12358156,18,36503,22989,66487,12275745,1888,206992,4152,0.75
53,5776950,206192,41684351,12398925,18,36503,22989,68152,12319382,1888,206992,4152,1.63
54,5781685,209131,42647664,12457659,18,36503,22989,69603,12347075,1888,206992,4152,0.44
55,5924927,211634,43271547,12732453,18,36503,22989,70941,12635213,1888,206992,4152,20.61
56,5991177,215064,44091059,12879667,18,36503,22989,72339,12776568,1888,206992,4152,9.48
57,6149029,218296,44689366,13172776,18,36503,22989,73655,13086175,1888,206992,4152,22.11
58,6315460,221613,45266032,13482868,18,36503,22989,74883,13414462,1888,206992,4152,23.48
59,6468997,224759,46878502,13769971,18,36503,22989,76284,13718790,1888,206992,4152,21.65
60,6627195,231155,46474126,14064856,18,36503,22989,77574,14032948,1888,206992,4152,22.43
61,6791288,234178,47054897,14371216,18,36503,22989,78816,14355264,1888,206992,4152,23.47
62,6946621,236889,47659139,14661632,18,36503,22989,79901,14662464,1888,206992,4152,21.88
63,7104168,239683,48256213,14955165,18,36503,22989,81123,14972935,1888,206992,4152,22.19
64,7261208,242359,48861637,15249106,18,36503,22989,82292,15281555,1888,206992,4152,22.36
