period,experiment_runn,measurer,IDLE,tiT,TmrSvc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,549,3855,4181144,8036,18,19512,24522,3430,701291,1888,206992,4072,0.01
1,6106,14573,4359795,11010,18,19512,24522,4902,716692,1888,206992,4072,0.00
2,6106,17177,6186908,12020,18,19512,24522,6228,729405,1888,206992,4072,0.00
3,128825,19642,6037827,264987,18,19512,24522,7328,961219,1888,206992,4072,16.37
4,246765,22587,7622917,498303,18,19512,24522,8465,1199208,1888,206992,4072,16.56
5,359484,25369,7420129,835887,18,19512,24522,9581,1433763,1888,206992,4072,16.50
6,471479,28596,8116005,1144564,18,19512,24522,10798,1668800,1888,206992,4072,16.44
7,586230,31598,8811545,1453899,18,19512,24522,12044,1901493,1888,206992,4072,16.61
8,698391,34128,10175906,1791246,18,19512,24522,13171,2135360,1888,206992,4072,16.57
9,808649,36915,10203671,2097957,18,19512,24522,14347,2369110,1888,206992,4072,16.18
10,921178,44710,11477649,2417183,18,19512,24522,15578,2607893,1888,206992,4072,16.71
11,1038406,55595,11598479,2753586,18,19512,24522,16832,2848911,1888,206992,4072,17.19
12,1151838,59109,12786504,3063475,18,19512,24522,17865,3083920,1888,206992,4072,16.51
13,1264056,62442,12995354,3399220,18,19512,24522,18993,3317061,1888,206992,4072,16.48
14,1375804,65263,13696886,3708501,18,19512,24522,20159,3550514,1888,206992,4072,16.71
15,1487765,68042,14393881,4017290,18,19512,24522,21222,3783688,1888,206992,4072,16.63
16,1596216,70619,15096487,4348522,18,19512,24522,22466,4014294,1888,206992,4072,16.30
17,1711100,74131,15794904,4659916,18,19512,24522,23657,4247700,1888,206992,4072,16.57
18,1822773,77050,16500324,4967646,18,19512,24522,24849,4480067,1888,206992,4072,16.50
19,1935366,80034,17194829,5303547,18,19512,24522,25968,4713509,1888,206992,4072,16.57
20,2047589,83648,17893699,5612494,18,19512,24522,27160,4944993,1888,206992,4072,16.68
21,2161566,86074,18587211,5921547,18,19512,24522,28448,5182325,1888,206992,4072,16.59
22,2274436,88569,19282759,6256271,18,19512,24522,29532,5414501,1888,206992,4072,16.32
23,2385129,91770,19857099,6564404,18,19512,24522,30731,5645291,1888,206992,4072,16.40
24,2496553,94806,20679570,6871674,18,19512,24522,31994,5879011,1888,206992,4072,16.43
25,2607698,98020,21375793,7207871,18,19512,24522,33180,6112942,1888,206992,4072,16.80
26,2718728,100807,21786595,7514378,18,19512,24522,34289,6344649,1888,206992,4072,16.38
27,2833020,103546,22782846,7824235,18,19512,24522,35466,6580989,1888,206992,4072,16.44
28,2945654,106748,23474159,8104498,18,19512,24522,36724,6815334,1888,206992,4072,16.63
29,3059671,109988,23808287,8368607,18,19512,24522,37839,7043359,1888,206992,4072,16.37
30,3173483,112812,24867064,8600327,18,19512,24522,38873,7274752,1888,206992,4072,16.52
31,3293430,115745,25556185,8835383,18,19512,24522,40104,7509807,1888,206992,4072,16.72
32,3408481,122130,25996232,9062701,18,19512,24522,41263,7737362,1888,206992,4072,16.36
