IDLE,Mbps,Stack,Timestamp,TmrSvc,esp_timer,experiment_runn,ipc0,ipc1,measurer,sys_evt,tiT,wifi
4065408,0.01,4116,0,18,3372,535,27228,44069,4650,13865,7289,709514
4227964,0.00,4116,1,18,4614,5908,27228,44069,19074,13865,10028,722391
5213462,0.00,4116,2,18,5849,5908,27228,44069,25809,13865,10876,735229
6411543,15.35,4116,3,18,7569,92670,27228,44069,32564,13865,671347,971452
6617013,15.44,4116,4,18,9249,177882,27228,44069,37679,13865,1337629,1202424
7326648,15.10,4116,5,18,10799,260465,27228,44069,44271,13865,1985686,1427825
7315940,17.24,4116,6,18,12593,355896,27228,44069,49167,13865,2734511,1683353
7601967,15.81,4116,7,18,14476,443616,27228,44069,55286,13865,3435599,1924231
9383258,16.27,4116,8,18,16187,534456,27228,44069,59306,13865,4156905,2174673
8178004,15.38,4116,9,18,17844,616700,27228,44069,63714,13865,4840909,2413790
8540974,14.12,4116,10,18,19662,695969,27228,44069,68912,13865,5470594,2633242
8878369,14.46,4116,11,18,21442,782121,27228,44069,73693,13865,6117570,2857438
12280262,12.22,4116,12,18,23170,858095,27228,44069,78024,13865,6675665,3051153
13009739,13.80,4116,13,18,24946,938324,27228,44069,85236,13865,7290705,3264693
10044718,14.03,4116,14,18,26682,1018171,27228,44069,92309,13865,7918089,3486249
10439063,13.27,4116,15,18,28588,1096684,27228,44069,99181,13865,8512363,3696769
10793533,14.35,4116,16,18,30346,1177687,27228,44069,104403,13865,9152719,3920122
15937235,12.07,4116,17,18,32008,1251524,27228,44069,109827,13865,9701255,4108593
11641667,12.90,4116,18,18,33757,1333650,27228,44069,116040,13865,10285806,4311325
11941643,15.34,4116,19,18,35565,1418427,27228,44069,122131,13865,10965975,4550331
12250929,15.16,4116,20,18,37216,1500419,27228,44069,129225,13865,11639545,4788602
12498887,16.85,4116,21,18,38984,1588049,27228,44069,134420,13865,12382008,5046340
12829117,14.85,4116,22,18,40881,1670333,27228,44069,140456,13865,13039791,5277273
20179439,15.33,4116,23,18,42610,1755014,27228,44069,145662,13865,13720818,5511070
13395236,16.51,4116,24,18,44203,1840893,27228,44069,150477,13865,14448540,5764437
13698317,15.40,4116,25,18,45972,1927480,27228,44069,154791,13865,15136498,6002072
14041523,14.49,4116,26,18,47737,2010300,27228,44069,159564,13865,15786725,6222877
14353264,15.17,4116,27,18,49424,2094097,27228,44069,165683,13865,16461126,6455870
23690953,16.01,4116,28,18,51173,2183546,27228,44069,169516,13865,17173381,6699279
14956249,14.80,4116,29,18,52917,2266113,27228,44069,173716,13865,17835183,6925864
15308865,14.31,4116,30,18,54654,2350058,27228,44069,179728,13865,18471300,7146681
15622393,15.23,4116,31,18,56380,2435021,27228,44069,184706,13865,19147216,7378916
26530157,14.97,4116,32,18,58200,2520942,27228,44069,190673,13865,19816008,7609994
16231176,15.91,4116,33,18,59829,2607383,27228,44069,195392,13865,20519351,7853192
16558008,14.86,4116,34,18,61520,2690843,27228,44069,202300,13865,21180778,8080710
16834772,15.91,4116,35,18,63376,2780503,27228,44069,209138,13865,21889949,8327650
17132418,15.60,4116,36,18,64958,2863748,27228,44069,216224,13865,22576669,8570166
17414341,15.96,4116,37,18,66761,2951300,27228,44069,220592,13865,23286312,8817997
17714532,15.40,4116,38,18,68415,3035876,27228,44069,226789,13865,23973539,9055009
31405424,15.82,4116,39,18,70153,3124443,27228,44069,230464,13865,24676814,9296566
32125203,14.74,4116,40,18,71944,3207436,27228,44069,236915,13865,25332403,9523922
32860656,13.02,4116,41,18,73599,3282085,27228,44069,244498,13865,25916714,9727447
33608715,12.50,4116,42,18,75030,3359156,27228,44069,250163,13865,26480086,9922501
19703965,10.16,4116,43,18,76608,3426310,27228,44069,257479,13865,26945144,10083541
20226050,10.51,4116,44,18,78204,3493387,27228,44069,263686,13865,27422174,10252233
20653379,12.53,4116,45,18,79741,3571179,27228,44069,269198,13865,27987727,10447683
36680183,11.91,4116,46,18,81371,3648947,27228,44069,274116,13865,28535123,10637752
37412715,13.45,4116,47,18,83182,3728105,27228,44069,280297,13865,29139196,10850869
21868904,13.63,4116,48,18,84893,3804674,27228,44069,288021,13865,29740913,11059150
38845086,15.66,4116,49,18,86614,3890286,27228,44069,292766,13865,30439099,11299724
39579737,13.65,4116,50,18,88456,3967043,27228,44069,297677,13865,31045094,11510870
22966830,12.69,4116,51,18,90210,4040998,27228,44069,303082,13865,31616024,11709622
23405278,12.26,4116,52,18,91890,4113305,27228,44069,308657,13865,32169003,11901176
23782948,13.60,4116,53,18,93695,4191846,27228,44069,313551,13865,32779277,12114312
24295317,10.58,4116,54,18,95262,4258466,27228,44069,319179,13865,33265292,12282309
24720548,12.54,4116,55,18,96950,4333696,27228,44069,324330,13865,33833195,12477492
44069212,13.90,4116,56,18,98650,4416144,27228,44069,330882,13865,34453561,12694240
25490520,13.03,4116,57,18,100357,4492705,27228,44069,336324,13865,35038758,12899100
25925058,12.31,4116,58,18,102021,4568885,27228,44069,342312,13865,35591881,13093223
26406723,11.34,4116,59,18,103732,4635464,27228,44069,346811,13865,36107703,13273886
47123483,10.79,4116,60,18,105325,4704190,27228,44069,351971,13865,36603924,13447182
27456060,9.62,4116,61,18,106841,4771979,27228,44069,358281,13865,37047033,13599080
27836512,13.56,4116,62,18,108464,4850611,27228,44069,363492,13865,37656425,13811411
28184946,14.41,4116,63,18,110266,4933335,27228,44069,368048,13865,38299449,14033757
50186276,8.35,4116,64,18,111729,4987668,27228,44069,373982,13865,38686680,14173070
29137981,14.42,4116,65,18,113405,5070816,27228,44069,380655,13865,39328348,14400299
29474848,14.58,4116,66,18,115120,5153763,27228,44069,386878,13865,39980455,14625995
29813149,14.69,4116,67,18,116836,5234755,27228,44069,393638,13865,40630510,14852584
30155062,14.52,4116,68,18,118672,5318010,27228,44069,397559,13865,41283832,15080438
30546296,13.43,4116,69,18,120249,5396583,27228,44069,403928,13865,41882931,15291722
54495011,13.91,4116,70,18,121906,5476637,27228,44069,409316,13865,42506489,15504568
31320578,12.97,4116,71,18,123502,5554263,27228,44069,415276,13865,43086027,15704916
31741684,12.57,4116,72,18,125047,5630722,27228,44069,421759,13865,43656014,15903380
32185454,12.16,4116,73,18,126713,5701053,27228,44069,429003,13865,44202263,16095172
32609061,12.55,4116,74,18,128627,5772489,27228,44069,435244,13865,44767532,16292734
33009531,12.94,4116,75,18,130500,5850310,27228,44069,440851,13865,45351261,16498940
33447867,12.30,4116,76,18,132239,5924700,27228,44069,446054,13865,45907558,16693605
33864596,12.90,4116,77,18,133961,6000399,27228,44069,450680,13865,46488492,16891457
34180562,15.11,4116,78,18,135402,6086275,27228,44069,454753,13865,47166406,17123964
61172187,13.17,4116,79,18,137075,6165201,27228,44069,459977,13865,47763344,17329396
34898414,14.96,4116,80,18,138807,6247138,27228,44069,467602,13865,48426178,17560067
35225515,14.72,4116,81,18,140318,6331902,27228,44069,472517,13865,49086247,17789882
35498748,16.18,4116,82,18,142124,6419718,27228,44069,477858,13865,49803518,18037482
35857936,14.08,4116,83,18,143768,6501776,27228,44069,482694,13865,50436129,18255115
36278358,12.53,4116,84,18,145697,6577671,27228,44069,487968,13865,51007172,18453278
65486606,13.22,4116,85,18,147424,6657764,27228,44069,493376,13865,51604184,18656070
37018188,14.42,4116,86,18,149179,6739850,27228,44069,497883,13865,52250155,18883433
66933940,14.04,4116,87,18,151111,6821441,27228,44069,504656,13865,52878748,19100100
37783497,13.08,4116,88,18,152828,6897309,27228,44069,511733,13865,53462497,19306034
68415704,13.02,4116,89,18,154721,6971918,27228,44069,517708,13865,54048054,19511196
38568522,13.56,4116,90,18,156500,7051148,27228,44069,522104,13865,54657604,19726809
69830979,16.02,4116,91,18,158248,7141441,27228,44069,526525,13865,55371608,19977272
39122294,16.18,4116,92,18,160142,7230378,27228,44069,532311,13865,56084013,20224863
39405431,15.72,4116,93,18,161706,7318616,27228,44069,536113,13865,56784910,20469760
71901239,16.52,4116,94,18,163602,7408967,27228,44069,540902,13865,57519138,20723991
39990656,15.09,4116,95,18,165422,7494422,27228,44069,546546,13865,58188692,20957107
40275165,15.78,4116,96,18,167121,7582444,27228,44069,553476,13865,58892102,21206662
40562691,15.67,4116,97,18,168863,7671187,27228,44069,559224,13865,59589376,21448161
40861375,15.49,4116,98,18,170587,7758651,27228,44069,564503,13865,60283692,21686764
41262104,13.26,4116,99,18,172218,7833559,27228,44069,570395,13865,60874679,21895125
41655198,13.33,4116,100,18,173814,7911740,27228,44069,576374,13865,61473749,22108557
76914331,12.67,4116,101,18,175663,7987594,27228,44069,582145,13865,62048290,22306376
42506956,12.16,4116,102,18,177306,8060348,27228,44069,590335,13865,62595644,22499119
78401799,13.75,4116,103,18,178961,8142265,27228,44069,595303,13865,63212194,22712717
43312148,12.39,4116,104,18,180582,8216232,27228,44069,603217,13865,63768896,22912158
43715171,13.14,4116,105,18,182240,8294495,27228,44069,609870,13865,64360173,23116671
80625705,13.20,4116,106,18,184069,8375213,27228,44069,614768,13865,64957854,23321422
44516289,13.21,4116,107,18,185528,8450809,27228,44069,621566,13865,65545287,23525452
44886114,13.83,4116,108,18,187386,8531196,27228,44069,625261,13865,66169777,23743445
45257524,13.71,4116,109,18,188953,8612473,27228,44069,631815,13865,66782602,23955908
45654052,13.34,4116,110,18,190670,8687392,27228,44069,636332,13865,67381148,24169179
45998134,14.49,4116,111,18,192250,8772986,27228,44069,641272,13865,68031544,24388985
85018605,13.38,4116,112,18,193861,8849990,27228,44069,647636,13865,68630619,24592771
46670264,16.19,4116,113,18,195586,8937112,27228,44069,653056,13865,69343771,24840350
46989547,15.14,4116,114,18,197244,9023657,27228,44069,659683,13865,70017836,25071916
47287740,15.54,4116,115,18,198971,9108257,27228,44069,665435,13865,70708574,25313043
87806232,16.12,4116,116,18,200796,9195862,27228,44069,669962,13865,71426395,25557812
88504900,15.81,4116,117,18,202566,9281506,27228,44069,675140,13865,72125595,25800012
89203722,15.51,4116,118,18,204182,9367381,27228,44069,682190,13865,72811883,26037801
48506900,14.63,4116,119,18,206074,9449282,27228,44069,687946,13865,73461786,26263414
48850967,14.59,4116,120,18,207772,9530199,27228,44069,695504,13865,74105470,26485012
91373443,13.63,4116,121,18,209432,9607755,27228,44069,699551,13865,74719413,26701023
49591918,14.21,4116,122,18,211218,9687747,27228,44069,704219,13865,75353526,26920547
92816614,14.09,4116,123,18,212925,9766898,27228,44069,710146,13865,75981263,27139340
93595587,11.49,4116,124,18,214652,9834109,27228,44069,714791,13865,76496665,27317728
50726431,15.97,4116,125,18,216232,9922686,27228,44069,719942,13865,77202321,27559145
95015624,15.08,4116,126,18,218020,10006463,27228,44069,723519,13865,77876704,27792382
51376685,14.80,4116,127,18,219806,10088418,27228,44069,728026,13865,78538285,28022993
51696218,14.97,4116,128,18,221620,10170286,27228,44069,735268,13865,79202560,28250599
52032845,14.63,4116,129,18,223366,10254112,27228,44069,742094,13865,79852515,28478213
52266185,17.07,4116,130,18,225221,10346470,27228,44069,746480,13865,80609958,28737131
52545200,16.04,4116,131,18,227097,10433627,27228,44069,750946,13865,81321684,28985450
52867298,14.88,4116,132,18,229079,10513913,27228,44069,758495,13865,81984988,29216099
99933195,15.61,4116,133,18,230724,10601699,27228,44069,763383,13865,82682147,29455318
100607272,17.05,4116,134,18,232490,10690972,27228,44069,768346,13865,83435231,29721050
