period,experiment_runn,measurer,IDLE,tiT,Tmr Svc,ipc1,sys_evt,esp_timer,wifi,ipc0,Heap,Stack,Mbps
0,517,2620,4073186,8875,18,19475,24088,3173,698292,1844,290608,4152,0.01
1,6081,13379,4247541,11772,18,19475,24088,4719,714218,1844,290608,4152,0.00
2,6081,16012,5233557,12617,18,19475,24088,5876,726230,1844,290608,4152,0.00
3,141755,18594,5922556,249816,18,19475,24088,7142,949953,1844,290608,4152,16.40
4,273153,21714,6610798,492125,18,19475,24088,8612,1174000,1844,290608,4152,16.64
5,403425,24659,7304820,732379,18,19475,24088,9974,1398120,1844,290608,4152,16.55
6,519202,27158,8015238,955396,18,19475,24088,11139,1610263,1844,290608,4152,16.55
7,640887,29915,8716383,1191193,18,19475,24088,12373,1834992,1844,290608,4152,16.59
8,758689,32770,9419533,1420858,18,19475,24088,13729,2054334,1844,290608,4152,16.45
9,877007,35947,11166336,1651089,18,19475,24088,15046,2271592,1844,290608,4152,16.41
10,999333,38954,10817547,1882738,18,19475,24088,16286,2491622,1844,290608,4152,16.47
11,1123144,42127,11512370,2116689,18,19475,24088,17535,2711889,1844,290608,4152,16.71
12,1239298,45303,12211347,2345513,18,19475,24088,18849,2929662,1844,290608,4152,16.17
13,1360479,48482,12897677,2580631,18,19475,24088,20415,3153853,1844,290608,4152,16.69
14,1481454,51692,13585086,2813433,18,19475,24088,21815,3375028,1844,290608,4152,16.48
15,1604217,54331,14275047,3048104,18,19475,24088,23108,3596981,1844,290608,4152,16.38
16,1725401,57525,14967943,3279828,18,19475,24088,24421,3816173,1844,290608,4152,16.62
17,1845966,60544,15657092,3515327,18,19475,24088,25890,4039773,1844,290608,4152,16.49
18,1966046,63389,16344781,3750761,18,19475,24088,27226,4262931,1844,290608,4152,16.49
19,2084256,66572,17032900,3982768,18,19475,24088,28538,4487720,1844,290608,4152,16.54
20,2204728,69666,17729134,4215959,18,19475,24088,29737,4710864,1844,290608,4152,16.36
21,2325786,72856,18418733,4449904,18,19475,24088,31072,4931921,1844,290608,4152,16.53
22,2442199,76169,19117032,4677543,18,19475,24088,32397,5148487,1844,290608,4152,16.43
23,2573191,78437,19789099,4921589,18,19475,24088,33837,5373905,1844,290608,4152,16.74
24,2712987,81218,20467692,5169658,18,19475,24088,35306,5598560,1844,290608,4152,16.43
25,2840708,84392,22908525,5406296,18,19475,24088,36707,5818564,1844,290608,4152,16.29
26,2971369,87559,21849143,5648447,18,19475,24088,37948,6040421,1844,290608,4152,16.70
27,3100950,90349,22536427,5889708,18,19475,24088,39245,6268294,1844,290608,4152,16.61
28,3223842,93560,23234107,6122520,18,19475,24088,40736,6486604,1844,290608,4152,16.36
29,3345057,96581,23934532,6348588,18,19475,24088,42149,6697685,1844,290608,4152,15.90
30,3488718,99658,24606083,6607629,18,19475,24088,43569,6933345,1844,290608,4152,17.30
31,3619484,102491,25308457,6846673,18,19475,24088,44872,7153032,1844,290608,4152,16.31
32,3741828,105561,25993885,7083279,18,19475,24088,46221,7375571,1844,290608,4152,16.56
33,3860548,108393,26678416,7317453,18,19475,24088,47647,7601542,1844,290608,4152,16.59
34,3978501,110976,27372028,7549147,18,19475,24088,49016,7825833,1844,290608,4152,16.22
35,4094545,114501,28071179,7776588,18,19475,24088,50248,8044796,1844,290608,4152,16.37
36,4223291,117798,28760727,8020960,18,19475,24088,51638,8272267,1844,290608,4152,16.92
37,4348039,120351,29457793,8254564,18,19475,24088,52794,8492398,1844,290608,4152,16.32
38,4470535,123514,30145503,8492303,18,19475,24088,54071,8717232,1844,290608,4152,16.68
39,4591292,126936,33092694,8726272,18,19475,24088,55377,8939424,1844,290608,4152,16.74
40,4712773,130051,31545497,8956529,18,19475,24088,56760,9155307,1844,290608,4152,16.18
41,4828861,133226,32243377,9185259,18,19475,24088,58175,9374042,1844,290608,4152,16.48
42,4948799,136404,35299616,9421269,18,19475,24088,59403,9596248,1844,290608,4152,16.71
43,5067408,139473,33625988,9651792,18,19475,24088,60714,9815923,1844,290608,4152,16.41
44,5181631,142646,36787828,9880674,18,19475,24088,62156,10036433,1844,290608,4152,16.69
45,5301608,145824,35012409,10115180,18,19475,24088,63394,10257743,1844,290608,4152,16.37
46,5423317,148675,35701601,10349157,18,19475,24088,64634,10479887,1844,290608,4152,16.53
47,5540261,151857,36395287,10576178,18,19475,24088,65887,10701053,1844,290608,4152,16.17
48,5659251,154700,37074424,10815438,18,19475,24088,67340,10933427,1844,290608,4152,16.85
49,5777950,157873,37766685,11046903,18,19475,24088,68659,11156069,1844,290608,4152,16.45
50,5894484,161055,38460883,11274582,18,19475,24088,69977,11372583,1844,290608,4152,16.29
51,6011004,164273,39144835,11509033,18,19475,24088,71266,11596953,1844,290608,4152,16.60
52,6128711,167298,39839270,11740063,18,19475,24088,72439,11816818,1844,290608,4152,16.56
53,6247591,170057,40524025,11972175,18,19475,24088,73937,12039618,1844,290608,4152,16.43
54,6367760,173268,41204242,12208370,18,19475,24088,75297,12263570,1844,290608,4152,16.79
55,6487179,175843,41904244,12441653,18,19475,24088,76675,12483145,1844,290608,4152,16.49
56,6605835,178569,45661314,12671958,18,19475,24088,77928,12702214,1844,290608,4152,16.26
57,6725398,181149,43306574,12904962,18,19475,24088,79022,12924328,1844,290608,4152,16.60
58,6844042,184160,43995168,13136621,18,19475,24088,80427,13145886,1844,290608,4152,16.74
59,6957446,187144,44701953,13359447,18,19475,24088,81650,13360722,1844,290608,4152,16.17
60,7076531,190327,45392436,13590638,18,19475,24088,82920,13582166,1844,290608,4152,16.71
61,7200042,193202,46086735,13822577,18,19475,24088,84224,13798086,1844,290608,4152,16.01
62,7326418,196346,46771733,14062503,18,19475,24088,85566,14022458,1844,290608,4152,16.87
63,7466985,199050,50797467,14313948,18,19475,24088,86838,14248793,1844,290608,4152,16.70
64,7600349,201929,48146989,14557993,18,19475,24088,88249,14474231,1844,290608,4152,16.66
65,7729247,204491,48850258,14794591,18,19475,24088,89616,14694331,1844,290608,4152,16.23
66,7846602,207920,52958686,15025137,18,19475,24088,91014,14914725,1844,290608,4152,16.41
67,7983426,210682,50223217,15268582,18,19475,24088,92416,15137235,1844,290608,4152,16.45
68,8111893,214006,50923903,15494149,18,19475,24088,93673,15342214,1844,290608,4152,15.28
69,8251686,216679,51608356,15738069,18,19475,24088,95096,15562050,1844,290608,4152,15.99
70,8384463,219855,52290735,15974773,18,19475,24088,96540,15775843,1844,290608,4152,15.94
71,8513759,222694,52993414,16200247,18,19475,24088,97885,15979692,1844,290608,4152,15.19
72,8646143,225693,53683804,16436890,18,19475,24088,99337,16195580,1844,290608,4152,15.79
73,8797278,228542,58023898,16708000,18,19475,24088,100613,16440652,1844,290608,4152,18.29
74,8939128,231341,54981550,16980208,18,19475,24088,102075,16696715,1844,290608,4152,19.43
75,9057723,234601,55674357,17208101,18,19475,24088,103292,16913293,1844,290608,4152,16.17
76,9183428,237496,60203103,17433000,18,19475,24088,104680,17118336,1844,290608,4152,15.18
77,9325557,240615,57066518,17677943,18,19475,24088,106077,17337326,1844,290608,4152,16.32
78,9453799,243420,57760083,17908168,18,19475,24088,107401,17548342,1844,290608,4152,15.34
79,9579115,246755,58460298,18131098,18,19475,24088,108842,17750145,1844,290608,4152,14.79
80,9707629,249236,59162001,18359036,18,19475,24088,110324,17957070,1844,290608,4152,15.26
